ID,Loại,Mã sản phẩm,Tên,Mô tả ngắn,Mô tả,Giá khuyến mãi,Giá bán thường,Danh mục,Hình ảnh,Meta: site-sidebar-layout,Meta: site-content-layout,Meta: theme-transparent-header-meta,Meta: _yoast_wpseo_primary_product_cat,Meta: _yoast_wpseo_content_score,Meta: _yoast_wpseo_estimated-reading-time-minutes,Meta: _wp_page_template,Meta: _uag_css_file_name,Meta: _wxr_import_user_slug,Meta: _astra_sites_imported_post,Meta: _astra_sites_enable_for_batch,Meta: ast-site-content-layout,Meta: site-content-style,Meta: site-sidebar-style,Meta: astra-migrate-meta-layouts,Meta: _wp_old_date
\n<ul data-start=""2965"" data-end=""3237"">
\n 	<li data-section-id=""1p9scda"" data-start=""2965"" data-end=""2994"">Hỗ trợ giao hàng toàn quốc.</li>
\n 	<li data-section-id=""1xx08pj"" data-start=""2995"" data-end=""3048"">Sản phẩm được đóng gói bảo vệ trước khi vận chuyển.</li>
\n 	<li data-section-id=""1llg968"" data-start=""3049"" data-end=""3157"">Thời gian và chi phí giao hàng phụ thuộc vào địa chỉ nhận hàng, kích thước kiện hàng và đơn vị vận chuyển.</li>
\n 	<li data-section-id=""1itsrck"" data-start=""3158"" data-end=""3237"">Khách hàng nên kiểm tra tình trạng bên ngoài của kiện hàng khi nhận sản phẩm.</li>
\n</ul>",,2500000,"Chưa phân loại, Sản Phẩm > Đèn Sàn, Sản Phẩm","https://anlights.com/wp-content/uploads/2026/07/den-san-go-than-thuon-timber-quill-ds-0047-1.jpg, https://anlights.com/wp-content/uploads/2026/07/den-san-go-than-thuon-timber-quill-ds-0047-1.jpg, https://anlights.com/wp-content/uploads/2026/07/den-san-go-than-thuon-timber-quill-ds-0047-2.jpg, https://anlights.com/wp-content/uploads/2026/07/den-san-go-than-thuon-timber-quill-ds-0047-3.jpg, https://anlights.com/wp-content/uploads/2026/07/den-san-go-than-thuon-timber-quill-ds-0047-4.jpg, https://anlights.com/wp-content/uploads/2026/07/den-san-go-than-thuon-timber-quill-ds-0047-5.jpg",default,,default,,,,default,,,,,default,default,default,set,

792,simple,,Đèn Sàn Gỗ Muồng Ebon Chalice,"<table>
\n<thead>
\n<tr>
\n<th>Thông số</th>
\n<th>Chi tiết</th>
\n</tr>
\n</thead>
\n<tbody>
\n<tr>
\n<td>Mã sản phẩm</td>
\n<td>DS-0015</td>
\n</tr>
\n<tr>
\n<td>Kích thước</td>
\n<td>H1330 × D250 mm</td>
\n</tr>
\n<tr>
\n<td>Chất liệu</td>
\n<td>Gỗ muồng rừng, chao vải</td>
\n</tr>
\n<tr>
\n<td>Màu sắc</td>
\n<td>Thân nâu đen, chao màu kem</td>
\n</tr>
\n<tr>
\n<td>Kiểu dáng</td>
\n<td>Thân tiện nhiều tầng dạng chén</td>
\n</tr>
\n<tr>
\n<td>Kiểu chân đế</td>
\n<td>Đế tròn</td>
\n</tr>
\n<tr>
\n<td>Kiểu chao</td>
\n<td>Chao vải hình trụ</td>
\n</tr>
\n<tr>
\n<td>Loại bóng đèn</td>
\n<td>Đui E27</td>
\n</tr>
\n<tr>
\n<td>Điện áp</td>
\n<td>220V–50Hz</td>
\n</tr>
\n<tr>
\n<td>Màu ánh sáng</td>
\n<td>Phụ thuộc bóng sử dụng; khuyến nghị ánh sáng vàng</td>
\n</tr>
\n<tr>
\n<td>Công tắc</td>
\n<td>Công tắc trên dây điện</td>
\n</tr>
\n<tr>
\n<td>Phạm vi sử dụng</td>
\n<td>Trong nhà</td>
\n</tr>
\n</tbody>
\n</table>","<p class=""PDq2pG_selectionAnchorContainer"" data-start=""367"" data-end=""659""><strong data-start=""367"" data-end=""429"">Đèn sàn gỗ muồng thân tiện nghệ thuật Ebon Chalice DS-0015</strong> nổi bật với hệ thống khối tiện dạng chén được xếp nối tiếp theo chiều dọc. Mỗi tầng gồm một phần bầu tròn kết hợp cùng đoạn eo lõm, tạo nhịp điệu sáng tối rõ ràng và biến thân đèn thành một chi tiết trang trí mang tính điêu khắc.</p>
\n<p data-start=""661"" data-end=""892"">Thân đèn được làm từ <strong data-start=""682"" data-end=""699"">gỗ muồng rừng</strong>, hoàn thiện với sắc nâu đen trầm. Màu tối giúp nhấn mạnh đường cong, độ sâu của các đoạn eo và hình dáng từng khối tiện, đồng thời mang lại cảm giác mạnh mẽ, trang trọng cho tổng thể sản phẩm.</p>
\n<p data-start=""894"" data-end=""1115"">Khác với các mẫu thân cầu tròn hoàn toàn, Ebon Chalice sử dụng những khối bầu có phần miệng mở và đáy thu hẹp như hình chiếc chén. Cách tạo hình này giúp thân đèn có nhiều tầng lớp hơn khi quan sát từ các hướng khác nhau.</p>
\n<p data-start=""1117"" data-end=""1406"">Phía trên là chao vải màu kem dáng trụ tròn, tạo sự cân bằng với thân đèn màu tối. Khi bật sáng, chao vải khuếch tán ánh sáng dịu ra xung quanh và hình thành các vùng sáng trang trí trên tường. Sự tương phản giữa chao sáng và thân tối giúp sản phẩm trở thành điểm nhấn rõ ràng trong phòng.</p>
\n<p data-start=""1408"" data-end=""1682"">Với kích thước <strong data-start=""1423"" data-end=""1442"">H1330 × D250 mm</strong>, sản phẩm có đường kính gọn hơn phần lớn các mẫu đèn sàn thông thường. Đèn phù hợp với góc sofa nhỏ, khu vực cầu thang, cạnh bàn console, phòng ngủ hoặc những không gian cần điểm nhấn theo chiều đứng nhưng không muốn chiếm nhiều diện tích.</p>
\n<p data-start=""1684"" data-end=""1911"">Ebon Chalice phù hợp với các phong cách <strong data-start=""1724"" data-end=""1799"">Modern Classic, Contemporary, Art Deco, Đông Dương hiện đại và Eclectic</strong>. Sản phẩm dễ kết hợp với nội thất gỗ tối màu, sofa kem, be, xám, vật liệu đá và các chi tiết kim loại màu đồng.</p>
\n<p data-start=""1913"" data-end=""2132"">Đèn sử dụng <strong data-start=""1925"" data-end=""1965"">đui bóng E27 và nguồn điện 220V–50Hz</strong>, phù hợp với hệ thống điện dân dụng tại Việt Nam. Nên sử dụng bóng LED ánh sáng vàng khoảng 2700K–3000K để tạo không gian ấm áp và làm nổi bật hình khối của thân đèn.</p>
\n
\n<h3 data-section-id=""srfjgi"" data-start=""2134"" data-end=""2155"">Thông tin sử dụng</h3>
\n<ul data-start=""2157"" data-end=""2683"">
\n 	<li data-section-id=""1nltvpe"" data-start=""2157"" data-end=""2188"">Sử dụng nguồn điện 220V–50Hz.</li>
\n 	<li data-section-id=""14yieaa"" data-start=""2189"" data-end=""2216"">Sử dụng bóng đèn đui E27.</li>
\n 	<li data-section-id=""4ew9at"" data-start=""2217"" data-end=""2261"">Màu và độ sáng phụ thuộc vào bóng lắp đặt.</li>
\n 	<li data-section-id=""1sbdjgn"" data-start=""2262"" data-end=""2319"">Khuyến nghị sử dụng bóng LED ánh sáng vàng 2700K–3000K.</li>
\n 	<li data-section-id=""93uw6s"" data-start=""2320"" data-end=""2361"">Bật và tắt bằng công tắc trên dây điện.</li>
\n 	<li data-section-id=""1032xbb"" data-start=""2362"" data-end=""2409"">Chỉ sử dụng trong nhà và tại khu vực khô ráo.</li>
\n 	<li data-section-id=""v29cdv"" data-start=""2410"" data-end=""2459"">Đặt chân đèn trên bề mặt bằng phẳng, chắc chắn.</li>
\n 	<li data-section-id=""13a9dv0"" data-start=""2460"" data-end=""2510"">Rút nguồn điện trước khi thay bóng hoặc vệ sinh.</li>
\n 	<li data-section-id=""2ntkdu"" data-start=""2511"" data-end=""2560"">Vệ sinh thân gỗ bằng khăn mềm, khô hoặc hơi ẩm.</li>
\n 	<li data-section-id=""1u31f8f"" data-start=""2561"" data-end=""2623"">Không sử dụng hóa chất tẩy mạnh hoặc vật liệu gây trầy xước.</li>
\n 	<li data-section-id=""a01fju"" data-start=""2624"" data-end=""2683"">Sắc độ và vân gỗ có thể khác nhau nhẹ giữa từng sản phẩm.</li>
\n</ul>
\n<h3 data-section-id=""dwb8h"" data-start=""2685"" data-end=""2719"">Chính sách bảo hành và đổi trả</h3>
\n<ul data-start=""2721"" data-end=""3016"">
\n 	<li data-section-id=""7mg38n"" data-start=""2721"" data-end=""2802"">Bảo hành 6 tháng đối với các lỗi kỹ thuật thuộc phạm vi bảo hành của An Lights.</li>
\n 	<li data-section-id=""121xsoj"" data-start=""2803"" data-end=""2880"">Hỗ trợ đổi mới 1:1 trong vòng 15 ngày theo điều kiện đổi trả của An Lights.</li>
\n 	<li data-section-id=""1c8twy9"" data-start=""2881"" data-end=""3016"">Sản phẩm đổi trả cần giữ nguyên hiện trạng, đầy đủ phụ kiện và không có dấu hiệu hư hỏng do sử dụng sai cách hoặc tác động ngoại lực.</li>
\n</ul>
\n<h3 data-section-id=""f16rj4"" data-start=""3018"" data-end=""3043"">Chính sách vận chuyển</h3>
\n<ul data-start=""3045"" data-end=""3317"">
\n 	<li data-section-id=""1p9scda"" data-start=""3045"" data-end=""3074"">Hỗ trợ giao hàng toàn quốc.</li>
\n 	<li data-section-id=""1xx08pj"" data-start=""3075"" data-end=""3128"">Sản phẩm được đóng gói bảo vệ trước khi vận chuyển.</li>
\n 	<li data-section-id=""1llg968"" data-start=""3129"" data-end=""3237"">Thời gian và chi phí giao hàng phụ thuộc vào địa chỉ nhận hàng, kích thước kiện hàng và đơn vị vận chuyển.</li>
\n 	<li data-section-id=""1itsrck"" data-start=""3238"" data-end=""3317"">Khách hàng nên kiểm tra tình trạng bên ngoài của kiện hàng khi nhận sản phẩm.</li>
\n</ul>",,2400000,"Chưa phân loại, Sản Phẩm > Đèn Sàn, Sản Phẩm","https://anlights.com/wp-content/uploads/2026/07/den-san-go-muong-tien-nghe-thuat-ebon-chalice-ds-0015-4-scaled.jpg, https://anlights.com/wp-content/uploads/2026/07/den-san-go-muong-tien-nghe-thuat-ebon-chalice-ds-0015-4-scaled.jpg, https://anlights.com/wp-content/uploads/2026/07/den-san-go-muong-tien-nghe-thuat-ebon-chalice-ds-0015-5.jpg, https://anlights.com/wp-content/uploads/2026/07/den-san-go-muong-tien-nghe-thuat-ebon-chalice-ds-0015-1.jpg, https://anlights.com/wp-content/uploads/2026/07/den-san-go-muong-tien-nghe-thuat-ebon-chalice-ds-0015-2-scaled.jpg, https://anlights.com/wp-content/uploads/2026/07/den-san-go-muong-tien-nghe-thuat-ebon-chalice-ds-0015-3-scaled.jpg",default,,default,,,,default,,,,,default,default,default,set,

799,simple,,Đèn Sàn Gỗ Turned Garland,"<table>
\n<thead>
\n<tr>
\n<th>Thông số</th>
\n<th>Chi tiết</th>
\n</tr>
\n</thead>
\n<tbody>
\n<tr>
\n<td>Mã sản phẩm</td>
\n<td>DS-0044</td>
\n</tr>
\n<tr>
\n<td>Kích thước</td>
\n<td>H1450 × D340 mm</td>
\n</tr>
\n<tr>
\n<td>Chất liệu</td>
\n<td>Gỗ tự nhiên, chao vải</td>
\n</tr>
\n<tr>
\n<td>Màu sắc</td>
\n<td>Thân nâu gỗ, chao màu kem</td>
\n</tr>
\n<tr>
\n<td>Kiểu dáng</td>
\n<td>Chuỗi khối bầu tiện xếp dọc</td>
\n</tr>
\n<tr>
\n<td>Kiểu chân đế</td>
\n<td>Đế vuông nhiều tầng</td>
\n</tr>
\n<tr>
\n<td>Kiểu chao</td>
\n<td>Chao vải hình trụ thuôn nhẹ</td>
\n</tr>
\n<tr>
\n<td>Loại bóng đèn</td>
\n<td>Đui E27</td>
\n</tr>
\n<tr>
\n<td>Điện áp</td>
\n<td>220V–50Hz</td>
\n</tr>
\n<tr>
\n<td>Màu ánh sáng</td>
\n<td>Phụ thuộc bóng sử dụng; khuyến nghị ánh sáng vàng</td>
\n</tr>
\n<tr>
\n<td>Công tắc</td>
\n<td>Công tắc trên dây điện</td>
\n</tr>
\n<tr>
\n<td>Phạm vi sử dụng</td>
\n<td>Trong nhà</td>
\n</tr>
\n</tbody>
\n</table>","<p class=""PDq2pG_selectionAnchorContainer"" data-start=""527"" data-end=""770""><strong data-start=""527"" data-end=""582"">Đèn sàn gỗ thân bầu đế vuông Turned Garland DS-0044</strong> nổi bật với chuỗi khối bầu thuôn được tạo hình liên tục theo chiều dọc. Mỗi khối có phần giữa phình tròn và hai đầu thu nhỏ, tạo nên nhịp điệu mềm mại nhưng rõ ràng trên toàn bộ thân đèn.</p>
\n<p data-start=""772"" data-end=""1009"">Thân đèn sử dụng <strong data-start=""789"" data-end=""832"">gỗ tự nhiên tạo hình bằng kỹ thuật tiện</strong>, hoàn thiện với sắc nâu trung tính. Màu gỗ không quá tối giúp đường cong của từng khối bầu được thể hiện rõ, đồng thời dễ kết hợp với các bảng màu nội thất kem, be, xám và nâu.</p>
\n<p data-start=""1011"" data-end=""1269"">Các khối bầu được nối liền nhau mà không cần nhiều vòng chỉ trang trí, giúp thân đèn giữ được vẻ gọn gàng dù có cấu trúc lặp lại. Phần cổ phía trên được bổ sung một khối bầu lớn và chi tiết miệng loe, tạo điểm kết thúc cân đối trước khi chuyển sang chao đèn.</p>
\n<p data-start=""1271"" data-end=""1477"">Khác với các mẫu thân hạt sử dụng chân đế tròn, Turned Garland được đặt trên <strong data-start=""1348"" data-end=""1376"">chân đế vuông nhiều tầng</strong>. Phần đế có hình khối chắc chắn, tạo nét kiến trúc và giúp cân bằng với đường cong mềm của thân đèn.</p>
\n<p data-start=""1479"" data-end=""1718"">Chao vải màu kem có hình trụ thuôn nhẹ, giúp khuếch tán ánh sáng dịu và tạo vùng sáng ấm trên tường. Khi sử dụng bóng ánh sáng vàng, sắc nâu của thân gỗ trở nên ấm hơn và các khoảng thắt giữa từng khối bầu tạo ra hiệu ứng bóng đổ tự nhiên.</p>
\n<p data-start=""1720"" data-end=""1967"">Với kích thước <strong data-start=""1735"" data-end=""1754"">H1450 × D340 mm</strong>, sản phẩm phù hợp đặt cạnh sofa, ghế đọc sách, bàn console, khu vực cầu thang hoặc góc trang trí trong phòng ngủ. Thiết kế cao và gọn giúp tạo điểm nhấn theo chiều đứng mà không chiếm quá nhiều diện tích mặt sàn.</p>
\n<p data-start=""1969"" data-end=""2188"">Turned Garland phù hợp với các phong cách <strong data-start=""2011"" data-end=""2082"">Modern Classic, Transitional, Organic Modern và Đông Dương hiện đại</strong>. Sản phẩm đặc biệt phù hợp với không gian sử dụng nội thất gỗ, sofa màu trung tính và cây xanh trang trí.</p>
\n<p data-start=""2190"" data-end=""2409"">Đèn sử dụng <strong data-start=""2202"" data-end=""2242"">đui bóng E27 và nguồn điện 220V–50Hz</strong>, tương thích với hệ thống điện dân dụng tại Việt Nam. Nên sử dụng bóng LED ánh sáng vàng khoảng 2700K–3000K để tạo cảm giác thư giãn và làm nổi bật đường nét thân gỗ.</p>
\n
\n<h3 data-section-id=""srfjgi"" data-start=""2411"" data-end=""2432"">Thông tin sử dụng</h3>
\n<ul data-start=""2434"" data-end=""2960"">
\n 	<li data-section-id=""1nltvpe"" data-start=""2434"" data-end=""2465"">Sử dụng nguồn điện 220V–50Hz.</li>
\n 	<li data-section-id=""14yieaa"" data-start=""2466"" data-end=""2493"">Sử dụng bóng đèn đui E27.</li>
\n 	<li data-section-id=""4ew9at"" data-start=""2494"" data-end=""2538"">Màu và độ sáng phụ thuộc vào bóng lắp đặt.</li>
\n 	<li data-section-id=""1sbdjgn"" data-start=""2539"" data-end=""2596"">Khuyến nghị sử dụng bóng LED ánh sáng vàng 2700K–3000K.</li>
\n 	<li data-section-id=""93uw6s"" data-start=""2597"" data-end=""2638"">Bật và tắt bằng công tắc trên dây điện.</li>
\n 	<li data-section-id=""1032xbb"" data-start=""2639"" data-end=""2686"">Chỉ sử dụng trong nhà và tại khu vực khô ráo.</li>
\n 	<li data-section-id=""v29cdv"" data-start=""2687"" data-end=""2736"">Đặt chân đèn trên bề mặt bằng phẳng, chắc chắn.</li>
\n 	<li data-section-id=""13a9dv0"" data-start=""2737"" data-end=""2787"">Rút nguồn điện trước khi thay bóng hoặc vệ sinh.</li>
\n 	<li data-section-id=""2ntkdu"" data-start=""2788"" data-end=""2837"">Vệ sinh thân gỗ bằng khăn mềm, khô hoặc hơi ẩm.</li>
\n 	<li data-section-id=""1u31f8f"" data-start=""2838"" data-end=""2900"">Không sử dụng hóa chất tẩy mạnh hoặc vật liệu gây trầy xước.</li>
\n 	<li data-section-id=""13ci57e"" data-start=""2901"" data-end=""2960"">Vân và sắc độ gỗ có thể khác nhau nhẹ giữa từng sản phẩm.</li>
\n</ul>
\n<h3 data-section-id=""dwb8h"" data-start=""2962"" data-end=""2996"">Chính sách bảo hành và đổi trả</h3>
\n<ul data-start=""2998"" data-end=""3293"">
\n 	<li data-section-id=""7mg38n"" data-start=""2998"" data-end=""3079"">Bảo hành 6 tháng đối với các lỗi kỹ thuật thuộc phạm vi bảo hành của An Lights.</li>
\n 	<li data-section-id=""121xsoj"" data-start=""3080"" data-end=""3157"">Hỗ trợ đổi mới 1:1 trong vòng 15 ngày theo điều kiện đổi trả của An Lights.</li>
\n 	<li data-section-id=""1c8twy9"" data-start=""3158"" data-end=""3293"">Sản phẩm đổi trả cần giữ nguyên hiện trạng, đầy đủ phụ kiện và không có dấu hiệu hư hỏng do sử dụng sai cách hoặc tác động ngoại lực.</li>
\n</ul>
\n<h3 data-section-id=""f16rj4"" data-start=""3295"" data-end=""3320"">Chính sách vận chuyển</h3>
\n<ul data-start=""3322"" data-end=""3594"">
\n 	<li data-section-id=""1p9scda"" data-start=""3322"" data-end=""3351"">Hỗ trợ giao hàng toàn quốc.</li>
\n 	<li data-section-id=""1xx08pj"" data-start=""3352"" data-end=""3405"">Sản phẩm được đóng gói bảo vệ trước khi vận chuyển.</li>
\n 	<li data-section-id=""1llg968"" data-start=""3406"" data-end=""3514"">Thời gian và chi phí giao hàng phụ thuộc vào địa chỉ nhận hàng, kích thước kiện hàng và đơn vị vận chuyển.</li>
\n 	<li data-section-id=""1itsrck"" data-start=""3515"" data-end=""3594"">Khách hàng nên kiểm tra tình trạng bên ngoài của kiện hàng khi nhận sản phẩm.</li>
\n</ul>",,2500000,"Chưa phân loại, Sản Phẩm > Đèn Sàn, Sản Phẩm","https://anlights.com/wp-content/uploads/2026/07/den-san-go-than-bau-de-vuong-turned-garland-ds-0044-5.jpg, https://anlights.com/wp-content/uploads/2026/07/den-san-go-than-bau-de-vuong-turned-garland-ds-0044-1.jpg, https://anlights.com/wp-content/uploads/2026/07/den-san-go-than-bau-de-vuong-turned-garland-ds-0044-5.jpg, https://anlights.com/wp-content/uploads/2026/07/den-san-go-than-bau-de-vuong-turned-garland-ds-0044-6.jpg, https://anlights.com/wp-content/uploads/2026/07/den-san-go-than-bau-de-vuong-turned-garland-ds-0044-7.jpg",default,,default,,,,default,,,,,default,default,default,set,

805,simple,,Đèn Bàn Gỗ Darkwood Amphora,"<table>
\n<thead>
\n<tr>
\n<th>Thông số</th>
\n<th>Chi tiết</th>
\n</tr>
\n</thead>
\n<tbody>
\n<tr>
\n<td>Mã sản phẩm</td>
\n<td>DT-0021</td>
\n</tr>
\n<tr>
\n<td>Kích thước</td>
\n<td>H450 × D400 mm</td>
\n</tr>
\n<tr>
\n<td>Chất liệu</td>
\n<td>Gỗ tự nhiên, chao vải</td>
\n</tr>
\n<tr>
\n<td>Màu sắc</td>
\n<td>Thân đen–nâu trầm, chao màu kem</td>
\n</tr>
\n<tr>
\n<td>Kiểu dáng</td>
\n<td>Thân bình tròn có hai quai</td>
\n</tr>
\n<tr>
\n<td>Bề mặt</td>
\n<td>Hoàn thiện màu đen mờ</td>
\n</tr>
\n<tr>
\n<td>Kiểu chao</td>
\n<td>Chao vải hình nón rộng</td>
\n</tr>
\n<tr>
\n<td>Loại bóng đèn</td>
\n<td>Đui E27</td>
\n</tr>
\n<tr>
\n<td>Điện áp</td>
\n<td>220V–50Hz</td>
\n</tr>
\n<tr>
\n<td>Màu ánh sáng</td>
\n<td>Phụ thuộc bóng sử dụng; khuyến nghị ánh sáng vàng</td>
\n</tr>
\n<tr>
\n<td>Công tắc</td>
\n<td>Công tắc trên dây điện</td>
\n</tr>
\n<tr>
\n<td>Phạm vi sử dụng</td>
\n<td>Trong nhà</td>
\n</tr>
\n</tbody>
\n</table>","<p class=""PDq2pG_selectionAnchorContainer"" data-start=""562"" data-end=""854""><strong data-start=""562"" data-end=""620"">Đèn bàn gỗ dáng bình hai quai Darkwood Amphora DT-0021</strong> nổi bật với thân đèn lớn, tròn đầy và có hai quai đối xứng. Hình dáng được lấy cảm hứng từ những chiếc bình amphora cổ, nhưng được thể hiện bằng ngôn ngữ mộc mạc và hiện đại hơn thông qua vật liệu gỗ cùng lớp hoàn thiện màu đen trầm.</p>
\n<p data-start=""856"" data-end=""1087"">Phần thân có vai rộng, bụng phình tròn và thu dần về phía đáy. Hai quai cong được đặt cân đối hai bên cổ bình, tạo điểm nhận diện khác biệt và giúp sản phẩm mang dáng vẻ của một vật phẩm trang trí độc lập ngay cả khi chưa bật sáng.</p>
\n<p data-start=""1089"" data-end=""1334"">Thân đèn sử dụng <strong data-start=""1106"" data-end=""1139"">gỗ tự nhiên tạo hình thủ công</strong>, hoàn thiện màu đen mờ. Trên bề mặt vẫn có thể quan sát thấy các đường kết cấu ngang và một số dấu vết tự nhiên của vật liệu, tạo cảm giác thủ công, nguyên bản thay vì quá bóng hoặc công nghiệp.</p>
\n<p data-start=""1336"" data-end=""1572"">Chao vải màu kem có dáng nón rộng và thấp, cân bằng với phần thân bình lớn phía dưới. Khi bật đèn, ánh sáng được hướng xuống mặt bàn và khuếch tán nhẹ ra xung quanh, đồng thời tạo sự tương phản nổi bật giữa chao sáng và thân gỗ màu tối.</p>
\n<p data-start=""1574"" data-end=""1875"">Với kích thước <strong data-start=""1589"" data-end=""1607"">H450 × D400 mm</strong>, Darkwood Amphora là mẫu đèn bàn có tỷ lệ lớn và giàu tính trang trí. Sản phẩm phù hợp nhất khi đặt trên bàn console, bàn phụ lớn, tủ thấp, kệ trang trí hoặc mặt bàn gỗ nguyên tấm. Không nên đặt trên bàn đầu giường quá nhỏ vì thân và chao có đường kính tương đối lớn.</p>
\n<p data-start=""1877"" data-end=""2111"">Thiết kế phù hợp với các phong cách <strong data-start=""1913"" data-end=""1995"">Wabi-sabi, Organic Modern, Rustic Modern, Mediterranean và Đông Dương hiện đại</strong>. Sản phẩm dễ kết hợp với gỗ nguyên tấm, đá tự nhiên, gốm trang trí, cây xanh và các bảng màu nâu, đen, be hoặc xám.</p>
\n<p data-start=""2113"" data-end=""2333"">Đèn sử dụng <strong data-start=""2125"" data-end=""2165"">đui bóng E27 và nguồn điện 220V–50Hz</strong>, phù hợp với hệ thống điện dân dụng tại Việt Nam. Nên sử dụng bóng LED ánh sáng vàng khoảng 2700K–3000K để tạo không gian ấm áp và làm nổi bật hình khối của thân bình.</p>
\n
\n<h3 data-section-id=""srfjgi"" data-start=""2335"" data-end=""2356"">Thông tin sử dụng</h3>
\n<ul data-start=""2358"" data-end=""2903"">
\n 	<li data-section-id=""1nltvpe"" data-start=""2358"" data-end=""2389"">Sử dụng nguồn điện 220V–50Hz.</li>
\n 	<li data-section-id=""14yieaa"" data-start=""2390"" data-end=""2417"">Sử dụng bóng đèn đui E27.</li>
\n 	<li data-section-id=""4ew9at"" data-start=""2418"" data-end=""2462"">Màu và độ sáng phụ thuộc vào bóng lắp đặt.</li>
\n 	<li data-section-id=""1sbdjgn"" data-start=""2463"" data-end=""2520"">Khuyến nghị sử dụng bóng LED ánh sáng vàng 2700K–3000K.</li>
\n 	<li data-section-id=""93uw6s"" data-start=""2521"" data-end=""2562"">Bật và tắt bằng công tắc trên dây điện.</li>
\n 	<li data-section-id=""1032xbb"" data-start=""2563"" data-end=""2610"">Chỉ sử dụng trong nhà và tại khu vực khô ráo.</li>
\n 	<li data-section-id=""50jl7z"" data-start=""2611"" data-end=""2664"">Đặt đèn trên mặt bàn rộng, bằng phẳng và chắc chắn.</li>
\n 	<li data-section-id=""13a9dv0"" data-start=""2665"" data-end=""2715"">Rút nguồn điện trước khi thay bóng hoặc vệ sinh.</li>
\n 	<li data-section-id=""6odaae"" data-start=""2716"" data-end=""2777"">Vệ sinh thân gỗ và chao đèn bằng khăn mềm, khô hoặc hơi ẩm.</li>
\n 	<li data-section-id=""1u31f8f"" data-start=""2778"" data-end=""2840"">Không sử dụng hóa chất tẩy mạnh hoặc vật liệu gây trầy xước.</li>
\n 	<li data-section-id=""48jbzh"" data-start=""2841"" data-end=""2903"">Bề mặt và sắc độ gỗ có thể khác nhau nhẹ giữa từng sản phẩm.</li>
\n</ul>
\n<h3 data-section-id=""dwb8h"" data-start=""2905"" data-end=""2939"">Chính sách bảo hành và đổi trả</h3>
\n<ul data-start=""2941"" data-end=""3236"">
\n 	<li data-section-id=""7mg38n"" data-start=""2941"" data-end=""3022"">Bảo hành 6 tháng đối với các lỗi kỹ thuật thuộc phạm vi bảo hành của An Lights.</li>
\n 	<li data-section-id=""121xsoj"" data-start=""3023"" data-end=""3100"">Hỗ trợ đổi mới 1:1 trong vòng 15 ngày theo điều kiện đổi trả của An Lights.</li>
\n 	<li data-section-id=""1c8twy9"" data-start=""3101"" data-end=""3236"">Sản phẩm đổi trả cần giữ nguyên hiện trạng, đầy đủ phụ kiện và không có dấu hiệu hư hỏng do sử dụng sai cách hoặc tác động ngoại lực.</li>
\n</ul>
\n<h3 data-section-id=""f16rj4"" data-start=""3238"" data-end=""3263"">Chính sách vận chuyển</h3>
\n<ul data-start=""3265"" data-end=""3537"">
\n 	<li data-section-id=""1p9scda"" data-start=""3265"" data-end=""3294"">Hỗ trợ giao hàng toàn quốc.</li>
\n 	<li data-section-id=""1xx08pj"" data-start=""3295"" data-end=""3348"">Sản phẩm được đóng gói bảo vệ trước khi vận chuyển.</li>
\n 	<li data-section-id=""1llg968"" data-start=""3349"" data-end=""3457"">Thời gian và chi phí giao hàng phụ thuộc vào địa chỉ nhận hàng, kích thước kiện hàng và đơn vị vận chuyển.</li>
\n 	<li data-section-id=""1itsrck"" data-start=""3458"" data-end=""3537"">Khách hàng nên kiểm tra tình trạng bên ngoài của kiện hàng khi nhận sản phẩm.</li>
\n</ul>",,1500000,"Chưa phân loại, Sản Phẩm > Đèn Bàn, Sản Phẩm","https://anlights.com/wp-content/uploads/2026/07/den-ban-go-dang-binh-hai-quai-darkwood-amphora-dt-0021-1.jpg, https://anlights.com/wp-content/uploads/2026/07/den-ban-go-dang-binh-hai-quai-darkwood-amphora-dt-0021-1.jpg, https://anlights.com/wp-content/uploads/2026/07/den-ban-go-dang-binh-hai-quai-darkwood-amphora-dt-0021-2.jpg, https://anlights.com/wp-content/uploads/2026/07/den-ban-go-dang-binh-hai-quai-darkwood-amphora-dt-0021-3.jpg, https://anlights.com/wp-content/uploads/2026/07/den-ban-go-dang-binh-hai-quai-darkwood-amphora-dt-0021-4.jpg",default,,default,,,,default,,,,,default,default,default,set,

811,simple,,Đèn Bàn Gỗ Thân Rỗng Sculpted Void,"<table>
\n<thead>
\n<tr>
\n<th>Thông số</th>
\n<th>Chi tiết</th>
\n</tr>
\n</thead>
\n<tbody>
\n<tr>
\n<td>Mã sản phẩm</td>
\n<td>DT-0036</td>
\n</tr>
\n<tr>
\n<td>Kích thước</td>
\n<td>H500 × D400 mm</td>
\n</tr>
\n<tr>
\n<td>Chất liệu</td>
\n<td>Gỗ tự nhiên, chao vải</td>
\n</tr>
\n<tr>
\n<td>Màu sắc</td>
\n<td>Đen mờ</td>
\n</tr>
\n<tr>
\n<td>Kiểu thân</td>
\n<td>Oval khoét rỗng, tạo hình điêu khắc</td>
\n</tr>
\n<tr>
\n<td>Kiểu chao</td>
\n<td>Chao vải hình nón rộng</td>
\n</tr>
\n<tr>
\n<td>Loại bóng đèn</td>
\n<td>Đui E27</td>
\n</tr>
\n<tr>
\n<td>Điện áp</td>
\n<td>220V–50Hz</td>
\n</tr>
\n<tr>
